,Feature_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Cluster
87970,47f67dfdab5d7297e6d1957efcbc0e2b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Hyphomonadaceae, g__uncultured, s__uncultured_bacterium,9
312213,ffd52d32411ea2d5c8db293d773b57e7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ferrovibrionales, f__Ferrovibrionales, g__uncultured, s__uncultured_bacterium,9
187057,996ba22b474c00d41bd3b896642976a7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Holosporales, f__Holosporaceae, g__uncultured,,9
192518,9dda41ef7f028f0b239566864c0c7b85,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micavibrionales, f__uncultured, g__uncultured, s__bacterium_enrichment,9
205931,a8e6157550f74b1018960d5908fe0db1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micropepsales, f__Micropepsaceae, g__uncultured,,9
204241,a78ca357d7857b382759ff4f0eddf591,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Micropepsales, f__Micropepsaceae,,,9
272026,df4bbc642fa29d542205697c343ebdf4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Paracaedibacterales, f__Paracaedibacteraceae, g__Candidatus_Captivus, s__uncultured_bacterium,9
258130,d3e3f0c1bc2229f48eae256785b2440a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Paracaedibacterales, f__Paracaedibacteraceae, g__Candidatus_Finniella, s__uncultured_bacterium,9
46059,2588324c704db47be3956fda0b859e20,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Reyranellales, f__Reyranellaceae, g__Reyranella,,9
270954,de695b6dd4479e1165e34468f0eba663,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Reyranellales, f__Reyranellaceae, g__Reyranella,,9
196339,a10471c7d35792a4ca1ad4a6e103f62c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__A0839, g__A0839, s__uncultured_bacterium,9
238604,c3b8e79c043dcabafe4d2c4d5898d543,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__A0839, g__A0839, s__uncultured_bacterium,9
256389,d27d92bfdaf440bca69cd4e346a182b0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__A0839, g__A0839, s__uncultured_bacterium,9
235426,c115ac2c1be50d3fe1e9314ce2b85e9b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__alphaI_cluster, s__uncultured_Alphaproteobacteria,9
275218,e1e6456a05fcd2fd65bedc7da0e5dc45,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Bosea,,9
60839,31c5d6d689fe24ec7157fa1c0783fbd4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Methylobacterium-Methylorubrum,,9
192209,9d97ac95fb66be233f85abd58309eb52,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Methylobacterium-Methylorubrum,,9
259011,d4a11d35318fb9ee1f6faca38687f563,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Methylobacterium-Methylorubrum, s__Methylobacterium_jeotgali,9
26276,155a2e05ea969babe24cbc1a940d58e1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Methylorosula,,9
139000,720e37713a3232c2a5bd8b050a4f3ddf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Methylorosula,,9
51004,29a5cbb0419b06d38375ea568a15e9f9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae, g__Roseiarcus, s__uncultured_bacterium,9
125415,66f798c775d3f71f525f24d8c01afa90,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae,,,9
154930,7f0c53add4cbeefc68092eb9455c1623,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae,,,9
179944,937c799f30871052350fb04a0401281d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae,,,9
249617,ccd3646becb24518c6ac1f9ed0682049,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae,,,9
63127,339857a9094e71ebc60a3a75a38778be,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae, g__Devosia,,9
243524,c7c44f6a9af06f563cf59db324a31b06,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae, g__Devosia,,9
291581,ef29d3443d6d62774bb70f9218613677,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae, g__uncultured, s__metagenome,9
203095,a697bf57deaaf1f45a095cbe4aba8004,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Devosiaceae,,,9
22175,11ffa0b44bd191a2884320ec58010ca0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
32200,1a3c195aa982f734ed5117e20eb85eb9,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
32370,1a6207cb01a4f6c2f9994f13fa6f7d52,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
33023,1aecd556d15406a593386710717f99dd,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__uncultured_bacterium,9
68556,380572048fe978dfb863cf7731c3487a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
88056,480b2d1fc7514f3d619bf40e611d8f2d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
89449,492de06e21f474d2ef333df738ddd971,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__metagenome,9
114479,5df6c7742cacdbc09a7facffa4ef5a34,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
160155,835e6f21104fdfff40be352326929ddf,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
168989,8a7627bd950afe7d041d7d633b294ea3,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__uncultured_Alphaproteobacteria,9
187027,996548669c663c85c92495df7c589560,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
192119,9d855a4bbb198994c5ef4750979108bb,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__uncultured_bacterium,9
207726,aa71a6efed490ebf58a6cfc56c58b4e6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
246855,ca85f6c4d30d658a0263fec175aa837a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium, s__uncultured_bacterium,9
254480,d0f3863fa24811242bf56ae4227fb349,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Hyphomicrobium,,9
86801,4701c261d16735f82c7185f3e52e67dd,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
104226,55681d1bbdcb44785eb5a4b902fddd55,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
137631,70ee03ca8ee0662762fc1de019d61693,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
155473,7f7f09f021faab15491fae6c482da236,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium, s__metagenome,9
196974,a18922fe2887c84c0e3d2c3cd5adbc95,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
208428,ab06508cea1c83fff9b7afeaa713259e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium, s__metagenome,9
246207,c9f7d3cc6813fcc99e09f4524fb6cca1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
253624,d0358992316a7ac857f93197815d2152,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
262845,d7c5605e3eae6394ac32c6c8582e4d39,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium,,9
55242,2d2100f89eae059d4ed01c71abba98d7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae,,,9
157840,816c9a0d5730c14821633b4955531c91,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae,,,9
110659,5ad7f4f85a771f1f2f2df1f44ef66eae,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Mesorhizobium,,9
49341,2841c19c33ee5398fd90827860abb797,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__Bauldia, s__uncultured_bacterium,9
74801,3d2fbe86ae710645cf66e9e016f0688b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__Phreatobacter, s__Methylobacteriaceae_bacterium,9
135568,6f384fb098df6c6f21be7ffc6692b4a5,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__Phreatobacter,,9
153762,7e1a210da430224338b2b1cdd750e426,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__Phreatobacter, s__uncultured_bacterium,9
44340,241693a03d133f908cb6af9fe172911a,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
47821,2708064f396bee7283aa0c31251c58dd,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
73337,3beb902af1c9b269acd413d4e55bbf5c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
136557,70036b258e8090f96597b6dcfa908ffe,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
176523,90aaf2711a6a525ba5b6c89fa09c1802,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
189923,9bb1f965ff95a405ebc6eaeef0ee89b4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured,,9
211159,ad406f1e0a31e16ec599e0ca7bf9deb7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,9
237957,c32e6d0ebe37ede482abf807f70f1dc6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,9
267578,dbb3ed457653ba393ba43dab55c93c88,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,9
271456,ded24a383bcc0264ffe4e537097cce33,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiales_Incertae_Sedis, g__uncultured, s__uncultured_bacterium,9
150825,7bbf9e0d5a29b03a39068becb655ad0c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Afipia, s__uncultured_bacterium,9
192333,9db2817f5c42be6a7bcbca662959982d,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Bradyrhizobium,,9
271227,dea3a90d0e1c9e78955af9351f2865ea,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Bradyrhizobium,,9
227549,ba9c326e8d6c9a09d2f4cc29cd9051f4,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Pseudolabrys, s__uncultured_bacterium,9
238911,c3fb94dd82e0e9353a0a1229187a9d16,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Rhodoplanes,,9
211282,ad5c58a6e58446ddff50b36ae8b4ab00,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Rhodopseudomonas, s__uncultured_bacterium,9
252524,cf40bc6242a1bff47083294bcadca1b7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Rhodopseudomonas, s__uncultured_bacterium,9
281573,e7054d57e59453544ef9a8fab59d6a10,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__Rhodopseudomonas, s__uncultured_bacterium,9
5587,04950af418c08ad8674642d5f20da507,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,9
8025,0686304c53a9d1ec2f35f691c73b27c6,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,9
197157,a1b1a5cb68cbc45ea4be6aa7b6e975b0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,9
200428,a469dac47cd4676f8dadb7d935ab42fa,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,9
203069,a6938b3cd90ec1b994f609f2a7dae22e,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae, g__uncultured,,9
86954,472494d46cc071ea4f518b532c441827,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae,,,9
102219,53af3d32e60678cbb5e62cabdfa87126,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae,,,9
275190,e1e02841b0304e490b6b55be587fb4b7,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae,,,9
171914,8ce4cb8eaf4cd33d6a2f135b99bdcfbc,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Flavimaricola, s__metagenome,9
272035,df4d44541dfec46fdbf42b86cc3596c8,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Flavimaricola, s__metagenome,9
12589,0a35eddf01aab915afa481686dc593b1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter, s__uncultured_Alphaproteobacteria,9
54120,2c3a596f31f8096e1c58e80375fcdc5b,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
144324,7672bb0f46e77456d46bee0cf060f13c,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
191174,9cada1fe278fa177da3d304e3777eae1,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
205727,a8b9ca9969ee5f7adaef824a94aca11f,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
209158,aba68d5589a9bc7118bd2bb7bf5fb1ef,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
209477,abe9aed3c714c7d278d6fa5a5def27ff,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Pseudorhodobacter,,9
